pokemon_code,pokemon_name,pokemon_type_1,pokemon_type_2,high_point,attack_force,defense_point,special_attack_force,special_defense_point,speed,generation,legendary,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_egg_steps,base_happiness,base_total,capture_rate,classfication,percentage_male,experience_growth,height_m,weight_kg,pokedex_number
756,Slurpuff,Fairy,,82,80,86,85,75,72,6,0,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,480,140,Meringue Pokémon,50,1000000,0.8,5,685
757,Inkay,Dark,Psychic,53,54,53,37,46,45,6,0,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,5120,70,288,190,Revolving Pokémon,50,1000000,0.4,3.5,686
758,Malamar,Dark,Psychic,86,92,88,68,75,73,6,0,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,5120,70,482,80,Overturning Pokémon,50,1000000,1.5,47,687
759,Binacle,Rock,Water,42,52,67,39,56,50,6,0,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,5120,70,306,120,Two-Handed Pokémon,50,1000000,0.5,31,688
760,Barbaracle,Rock,Water,72,105,115,54,86,68,6,0,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,5120,70,500,45,Collective Pokémon,50,1000000,1.3,96,689
761,Skrelp,Poison,Water,50,60,60,60,60,30,6,0,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,5120,70,320,225,Mock Kelp Pokémon,50,1000000,0.5,7.3,690
762,Dragalge,Poison,Dragon,65,75,90,97,123,44,6,0,0.5,1,2,0.5,1,0.5,0.5,1,1,0.25,2,2,1,0.5,2,1,1,0.5,5120,70,494,55,Mock Kelp Pokémon,50,1000000,1.8,81.5,691
763,Clauncher,Water,,50,53,62,58,63,44,6,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,3840,70,330,225,Water Gun Pokémon,50,1250000,0.5,8.3,692
764,Clawitzer,Water,,71,73,88,120,89,59,6,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,3840,70,500,55,Howitzer Pokémon,50,1250000,1.3,35.3,693
765,Helioptile,Electric,Normal,44,38,33,61,43,70,6,0,1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,5120,70,289,190,Generator Pokémon,50,1000000,0.5,6,694
766,Heliolisk,Electric,Normal,62,55,52,109,94,109,6,0,1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,5120,70,481,75,Generator Pokémon,50,1000000,1,21,695
767,Tyrunt,Rock,Dragon,58,89,77,45,45,48,6,0,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,7680,70,362,45,Royal Heir Pokémon,88.1,1000000,0.8,26,696
768,Tyrantrum,Rock,Dragon,82,121,119,69,59,71,6,0,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,7680,70,521,45,Despot Pokémon,88.1,1000000,2.5,270,697
769,Amaura,Rock,Ice,77,59,50,67,63,46,6,0,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,7680,70,362,45,Tundra Pokémon,88.1,1000000,1.3,25.2,698
770,Aurorus,Rock,Ice,123,77,72,99,92,58,6,0,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,7680,70,521,45,Tundra Pokémon,88.1,1000000,2.7,225,699
771,Sylveon,Fairy,,95,65,65,110,130,60,6,0,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,8960,70,525,45,Intertwining Pokémon,88.1,1000000,1,23.5,700
772,Hawlucha,Fighting,Flying,78,92,75,74,63,118,6,0,0.25,0.5,1,2,2,0.5,1,2,1,0.5,0,2,1,1,2,1,1,1,5120,70,500,100,Wrestling Pokémon,50,1000000,0.8,21.5,701
773,Dedenne,Electric,Fairy,67,58,57,81,67,101,6,0,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,5120,70,431,180,Antenna Pokémon,50,1000000,0.2,2.2,702
774,Carbink,Rock,Fairy,50,50,150,50,150,50,6,0,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,6400,70,500,60,Jewel Pokémon,,1250000,0.3,5.7,703
775,Goomy,Dragon,,45,50,35,55,75,40,6,0,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,300,45,Soft Tissue Pokémon,50,1250000,0.3,2.8,704
776,Sliggoo,Dragon,,68,75,53,83,113,60,6,0,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,452,45,Soft Tissue Pokémon,50,1250000,0.8,17.5,705
777,Goodra,Dragon,,90,100,70,110,150,80,6,0,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,600,45,Dragon Pokémon,50,1250000,2,150.5,706
778,Klefki,Steel,Fairy,57,80,91,80,87,75,6,0,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,5120,70,470,75,Key Ring Pokémon,50,800000,0.2,3,707
779,Phantump,Ghost,Grass,43,70,48,50,60,38,6,0,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,5120,70,309,120,Stump Pokémon,50,1000000,0.4,7,708
780,Trevenant,Ghost,Grass,85,110,76,65,82,56,6,0,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,5120,70,474,60,Elder Tree Pokémon,50,1000000,1.5,71,709
781,Pumpkaboo Average Size,Ghost,Grass,49,66,70,44,55,51,6,0,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,5120,70,335,120,Pumpkin Pokémon,50,1000000,0.8,15,710
782,Pumpkaboo Small Size,Ghost,Grass,44,66,70,44,55,56,6,0,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,5120,70,335,120,Pumpkin Pokémon,50,1000000,0.8,15,710
783,Pumpkaboo Large Size,Ghost,Grass,54,66,70,44,55,46,6,0,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,5120,70,335,120,Pumpkin Pokémon,50,1000000,0.8,15,710
784,Pumpkaboo Super Size,Ghost,Grass,59,66,70,44,55,41,6,0,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,5120,70,335,120,Pumpkin Pokémon,50,1000000,0.8,15,710
785,Gourgeist Average Size,Ghost,Grass,65,90,122,58,75,84,6,0,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,5120,70,494,60,Pumpkin Pokémon,50,1000000,1.7,39,711
786,Gourgeist Small Size,Ghost,Grass,55,85,122,58,75,99,6,0,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,5120,70,494,60,Pumpkin Pokémon,50,1000000,1.7,39,711
787,Gourgeist Large Size,Ghost,Grass,75,95,122,58,75,69,6,0,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,5120,70,494,60,Pumpkin Pokémon,50,1000000,1.7,39,711
788,Gourgeist Super Size,Ghost,Grass,85,100,122,58,75,54,6,0,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,5120,70,494,60,Pumpkin Pokémon,50,1000000,1.7,39,711
789,Bergmite,Ice,,55,69,85,32,35,28,6,0,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,304,190,Ice Chunk Pokémon,50,1000000,1,99.5,712
790,Avalugg,Ice,,95,117,184,44,46,28,6,0,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,514,55,Iceberg Pokémon,50,1000000,2,505,713
791,Noibat,Flying,Dragon,40,30,35,45,40,55,6,0,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,5120,70,245,190,Sound Wave Pokémon,50,1000000,0.5,8,714
792,Noivern,Flying,Dragon,85,70,80,97,80,123,6,0,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,5120,70,535,45,Sound Wave Pokémon,50,1000000,1.5,85,715
793,Xerneas,Fairy,,126,131,95,131,98,99,6,1,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,30720,0,680,45,Life Pokémon,,1250000,3,215,716
794,Yveltal,Dark,Flying,126,131,95,131,98,99,6,1,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,30720,0,680,45,Destruction Pokémon,,1250000,5.8,203,717
795,Zygarde Half Forme,Dragon,Ground,108,100,121,81,95,95,6,1,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,30720,0,708,3,Order Pokémon,,1250000,5,284.6,718
796,Diancie,Rock,Fairy,50,100,150,100,150,50,6,1,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,6400,70,700,3,Jewel Pokémon,,1250000,0.7,8.8,719
797,Mega Diancie,Rock,Fairy,50,160,110,160,110,110,6,1,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,6400,70,700,3,Jewel Pokémon,,1250000,0.7,8.8,719
798,Hoopa Confined,Psychic,Ghost,80,110,60,150,130,70,6,1,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,30720,100,680,3,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),,1250000,,,720
799,Hoopa Unbound,Psychic,Dark,80,160,60,170,130,80,6,1,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,30720,100,680,3,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),,1250000,,,720
800,Volcanion,Fire,Water,80,110,120,130,90,70,6,1,0.5,1,1,2,0.5,1,0.25,1,1,1,2,0.25,1,1,1,2,0.25,1,30720,100,600,3,Steam Pokémon,,1250000,1.7,195,721
